IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
4.227.245.157,8080,0,false,IAD,North America,Ashburn,230,0.00
172.167.242.53,80,0,false,LHR,Europe,London,168,0.00
4.227.214.97,80,0,false,IAD,North America,Ashburn,228,0.00
20.240.40.44,80,0,false,OSL,Europe,Oslo,178,0.00
52.245.249.122,80,0,false,IAD,North America,Ashburn,229,0.00
4.216.236.188,80,0,false,NRT,Asia Pacific,Tokyo,83,0.00
20.222.251.148,80,0,false,NRT,Asia Pacific,Tokyo,72,0.00
4.144.136.15,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
13.94.45.74,8080,0,false,HKG,Asia Pacific,Hong Kong,32,0.00
20.2.219.45,80,0,false,HKG,Asia Pacific,Hong Kong,33,0.00
20.2.87.94,443,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
20.204.122.49,443,0,false,BOM,Asia Pacific,Mumbai,48,0.00
20.204.122.49,80,0,false,BOM,Asia Pacific,Mumbai,51,0.00
20.193.145.135,80,0,false,BOM,Asia Pacific,Mumbai,54,0.00
20.40.103.32,80,0,false,NRT,Asia Pacific,Tokyo,72,0.00
20.78.10.252,8443,443,true,NRT,Asia Pacific,Tokyo,74,0.00
20.92.32.172,80,0,false,SYD,Oceania,Sydney,85,0.00
20.203.59.95,2053,443,true,BOM,Asia Pacific,Mumbai,85,0.00
20.203.25.64,2053,443,true,BOM,Asia Pacific,Mumbai,86,0.00
51.103.210.149,2053,443,true,MXP,Europe,Milan,153,0.00
20.58.24.221,2086,2086,false,LHR,Europe,London,155,0.00
20.52.22.151,443,443,true,FRA,Europe,Frankfurt,156,0.00
20.216.161.102,8443,443,true,CDG,Europe,Paris,160,0.00
4.207.177.48,8080,80,false,DUB,Europe,Dublin,163,0.00
20.107.251.11,2053,443,true,DUB,Europe,Dublin,164,0.00
13.94.193.154,8443,0,true,AMS,Europe,Amsterdam,166,0.00
104.40.244.228,443,443,true,AMS,Europe,Amsterdam,167,0.00
40.83.203.12,80,0,false,SJC,North America,San Jose,168,0.00
138.91.92.129,8080,80,false,SJC,North America,San Jose,169,0.00
51.107.211.178,2053,80,false,CPH,Europe,Copenhagen,173,0.00
51.107.211.178,2082,80,false,CPH,Europe,Copenhagen,173,0.00
51.107.211.177,2095,80,false,CPH,Europe,Copenhagen,173,0.00
51.107.211.177,2087,80,false,CPH,Europe,Copenhagen,173,0.00
51.107.211.177,2096,80,false,CPH,Europe,Copenhagen,173,0.00
51.107.211.177,2053,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.178,2095,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.177,2052,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.178,2096,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.177,2083,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.178,2087,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.177,2082,80,false,CPH,Europe,Copenhagen,175,0.00
20.47.121.52,80,0,false,SEA,North America,Seattle,177,0.00
20.157.221.56,80,80,false,AMS,Europe,Amsterdam,205,0.00
20.104.218.53,80,0,false,YYZ,North America,Toronto,217,0.00
20.55.38.130,80,0,false,IAD,North America,Ashburn,223,0.00
20.121.139.153,80,0,false,IAD,North America,Ashburn,224,0.00
