IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.202.145,8443,8443,true,NRT,Asia Pacific,Tokyo,147,9.32
141.147.164.123,2083,2083,true,NRT,Asia Pacific,Tokyo,116,9.31
141.147.164.153,2053,2053,true,NRT,Asia Pacific,Tokyo,106,9.31
138.2.12.32,8080,8080,false,NRT,Asia Pacific,Tokyo,90,9.31
138.2.9.66,8443,8443,true,NRT,Asia Pacific,Tokyo,108,9.31
150.230.219.83,8080,8080,false,NRT,Asia Pacific,Tokyo,103,9.30
141.147.55.251,443,443,true,FRA,Europe,Frankfurt,233,9.30
168.138.197.222,2082,2082,false,NRT,Asia Pacific,Tokyo,150,9.30
158.101.155.246,2083,2083,true,NRT,Asia Pacific,Tokyo,108,9.30
132.145.254.126,443,443,true,FRA,Europe,Frankfurt,179,9.30
132.226.195.162,443,443,true,FRA,Europe,Frankfurt,255,9.30
150.230.219.83,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.30
143.47.229.239,443,443,true,FRA,Europe,Frankfurt,216,9.30
140.238.50.32,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.30
151.145.65.8,2095,2095,false,NRT,Asia Pacific,Tokyo,111,9.28
132.145.244.127,443,443,true,FRA,Europe,Frankfurt,167,9.27
158.101.158.251,2096,2096,true,NRT,Asia Pacific,Tokyo,127,9.27
140.238.33.94,2053,2053,true,NRT,Asia Pacific,Tokyo,155,9.25
158.101.149.81,8880,8880,false,NRT,Asia Pacific,Tokyo,84,9.24
141.147.174.7,2096,2096,true,NRT,Asia Pacific,Tokyo,91,9.24
168.138.207.64,2096,2096,true,NRT,Asia Pacific,Tokyo,123,9.23
140.238.46.138,2096,2096,true,NRT,Asia Pacific,Tokyo,78,9.22
130.162.168.227,443,443,true,CDG,Europe,Paris,223,9.22
141.147.166.189,8080,8080,false,NRT,Asia Pacific,Tokyo,78,9.22
141.148.243.145,443,443,true,FRA,Europe,Frankfurt,171,9.21
140.238.61.224,2087,2087,true,NRT,Asia Pacific,Tokyo,119,9.21
158.101.137.74,2052,2052,false,NRT,Asia Pacific,Tokyo,101,9.18
158.101.136.239,8880,8880,false,NRT,Asia Pacific,Tokyo,110,9.17
141.144.232.182,443,443,true,CDG,Europe,Paris,179,9.17
141.147.162.204,8443,8443,true,NRT,Asia Pacific,Tokyo,99,9.15
158.101.150.126,2052,2052,false,NRT,Asia Pacific,Tokyo,103,9.14
158.101.159.212,8880,8880,false,NRT,Asia Pacific,Tokyo,97,9.12
141.147.179.64,80,80,false,NRT,Asia Pacific,Tokyo,100,9.11
140.238.41.167,2082,2082,false,NRT,Asia Pacific,Tokyo,98,9.10
152.70.62.201,443,443,true,FRA,Europe,Frankfurt,175,9.10
151.145.70.28,8880,8880,false,NRT,Asia Pacific,Tokyo,115,9.09
141.147.183.96,2052,2052,false,NRT,Asia Pacific,Tokyo,99,9.09
140.238.40.136,2053,2053,true,NRT,Asia Pacific,Tokyo,146,9.08
140.238.32.238,8443,8443,true,NRT,Asia Pacific,Tokyo,110,9.07
158.101.158.238,8880,8880,false,NRT,Asia Pacific,Tokyo,109,9.06
140.238.60.177,8880,8880,false,NRT,Asia Pacific,Tokyo,204,9.06
152.67.250.155,443,443,true,SJC,North America,San Jose,193,9.05
140.238.54.166,2083,2083,true,NRT,Asia Pacific,Tokyo,76,9.05
138.2.0.217,8880,8880,false,NRT,Asia Pacific,Tokyo,101,9.04
146.235.195.146,443,443,true,SJC,North America,San Jose,218,9.04
138.2.6.15,2086,2086,false,NRT,Asia Pacific,Tokyo,100,9.04
168.138.198.202,2095,2095,false,NRT,Asia Pacific,Tokyo,102,9.03
141.147.164.153,2087,2087,true,NRT,Asia Pacific,Tokyo,102,9.03
138.2.21.31,80,80,false,NRT,Asia Pacific,Tokyo,99,9.03
168.138.208.164,8080,8080,false,NRT,Asia Pacific,Tokyo,105,9.03
158.180.14.64,443,443,true,EWR,North America,Newark,196,9.02
158.101.144.189,2086,2086,false,NRT,Asia Pacific,Tokyo,99,9.02
158.101.137.74,80,80,false,NRT,Asia Pacific,Tokyo,100,9.02
140.238.60.71,2053,2053,true,NRT,Asia Pacific,Tokyo,79,8.99
158.101.146.165,2082,2082,false,NRT,Asia Pacific,Tokyo,100,8.98
150.230.222.185,2096,2096,true,NRT,Asia Pacific,Tokyo,118,8.98
158.101.154.70,2095,2095,false,NRT,Asia Pacific,Tokyo,110,8.98
140.238.40.136,8880,8880,false,NRT,Asia Pacific,Tokyo,82,8.98
140.238.44.118,2096,2096,true,NRT,Asia Pacific,Tokyo,102,8.98
140.238.34.208,2096,2096,true,NRT,Asia Pacific,Tokyo,110,8.97
168.138.202.145,80,80,false,NRT,Asia Pacific,Tokyo,77,8.97
141.147.162.204,8080,8080,false,NRT,Asia Pacific,Tokyo,107,8.96
150.230.222.185,2086,2086,false,NRT,Asia Pacific,Tokyo,104,8.96
150.230.221.114,8443,8443,true,NRT,Asia Pacific,Tokyo,147,8.96
141.147.175.230,2052,2052,false,NRT,Asia Pacific,Tokyo,99,8.95
140.238.41.253,2053,2053,true,NRT,Asia Pacific,Tokyo,77,8.94
138.2.8.232,2053,2053,true,NRT,Asia Pacific,Tokyo,106,8.94
138.2.0.217,2083,2083,true,NRT,Asia Pacific,Tokyo,100,8.94
150.230.216.117,2053,2053,true,NRT,Asia Pacific,Tokyo,111,8.92
150.230.207.53,8443,8443,true,NRT,Asia Pacific,Tokyo,102,8.90
140.238.207.22,80,80,false,SYD,Oceania,Sydney,222,8.89
140.238.41.253,80,80,false,NRT,Asia Pacific,Tokyo,105,8.88
158.101.158.251,2052,2052,false,NRT,Asia Pacific,Tokyo,104,8.87
141.147.160.221,2096,2096,true,NRT,Asia Pacific,Tokyo,81,8.85
143.47.242.130,443,443,true,FRA,Europe,Frankfurt,194,8.85
141.147.191.132,8443,8443,true,NRT,Asia Pacific,Tokyo,120,8.85
158.101.142.103,2052,2052,false,NRT,Asia Pacific,Tokyo,107,8.85
140.238.41.167,2087,2087,true,NRT,Asia Pacific,Tokyo,101,8.84
158.101.131.218,2052,2052,false,NRT,Asia Pacific,Tokyo,102,8.81
143.47.250.49,443,443,true,EWR,North America,Newark,241,8.81
168.138.209.84,2096,2096,true,NRT,Asia Pacific,Tokyo,100,8.81
168.138.192.185,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.78
140.238.32.184,2095,2095,false,NRT,Asia Pacific,Tokyo,103,8.78
140.238.59.255,80,80,false,NRT,Asia Pacific,Tokyo,107,8.77
140.238.32.238,2086,2086,false,NRT,Asia Pacific,Tokyo,111,8.77
141.147.104.141,443,443,true,FRA,Europe,Frankfurt,212,8.76
150.230.214.218,2053,2053,true,NRT,Asia Pacific,Tokyo,110,8.76
150.230.222.185,8880,8880,false,NRT,Asia Pacific,Tokyo,77,8.75
140.238.35.78,2096,2096,true,NRT,Asia Pacific,Tokyo,80,8.74
141.147.181.148,2096,2096,true,NRT,Asia Pacific,Tokyo,105,8.73
141.144.192.21,443,443,true,FRA,Europe,Frankfurt,177,8.72
140.238.59.255,2052,2052,false,NRT,Asia Pacific,Tokyo,79,8.70
138.2.6.252,8443,8443,true,NRT,Asia Pacific,Tokyo,75,8.69
168.138.184.64,8880,8880,false,SIN,Asia Pacific,Singapore,172,8.68
140.238.54.166,80,80,false,NRT,Asia Pacific,Tokyo,108,8.66
150.230.219.168,2086,2086,false,NRT,Asia Pacific,Tokyo,75,8.66
158.101.146.203,8443,8443,true,NRT,Asia Pacific,Tokyo,101,8.65
140.238.35.195,2087,2087,true,NRT,Asia Pacific,Tokyo,83,8.64
141.147.167.40,2096,2096,true,NRT,Asia Pacific,Tokyo,118,8.63
140.238.61.224,2086,2086,false,NRT,Asia Pacific,Tokyo,101,8.63
141.147.186.210,2086,2086,false,NRT,Asia Pacific,Tokyo,101,8.62
140.238.32.184,8880,8880,false,NRT,Asia Pacific,Tokyo,82,8.62
151.145.68.166,2052,2052,false,NRT,Asia Pacific,Tokyo,100,8.62
130.162.163.21,443,443,true,CDG,Europe,Paris,257,8.61
140.238.39.33,8080,8080,false,NRT,Asia Pacific,Tokyo,103,8.61
158.101.142.103,8880,8880,false,NRT,Asia Pacific,Tokyo,81,8.61
158.101.159.181,2096,2096,true,NRT,Asia Pacific,Tokyo,77,8.59
140.238.54.182,2082,2082,false,NRT,Asia Pacific,Tokyo,90,8.59
141.147.166.189,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.58
168.138.205.38,80,80,false,NRT,Asia Pacific,Tokyo,102,8.58
141.147.164.153,2086,2086,false,NRT,Asia Pacific,Tokyo,98,8.57
158.101.133.129,2053,2053,true,NRT,Asia Pacific,Tokyo,106,8.56
168.138.192.185,2082,2082,false,NRT,Asia Pacific,Tokyo,101,8.56
132.226.193.37,2096,443,true,FRA,Europe,Frankfurt,293,8.54
141.147.167.44,2053,2053,true,NRT,Asia Pacific,Tokyo,147,8.53
151.145.69.174,8080,8080,false,NRT,Asia Pacific,Tokyo,85,8.51
158.101.158.251,8880,8880,false,NRT,Asia Pacific,Tokyo,113,8.51
150.230.212.213,2087,2087,true,NRT,Asia Pacific,Tokyo,100,8.50
158.101.150.74,2083,2083,true,NRT,Asia Pacific,Tokyo,105,8.48
168.138.206.236,2095,2095,false,NRT,Asia Pacific,Tokyo,78,8.47
138.2.31.68,2082,2082,false,HKG,Asia Pacific,Hong Kong,163,8.47
140.238.60.177,80,80,false,NRT,Asia Pacific,Tokyo,104,8.45
158.101.144.34,2083,2083,true,NRT,Asia Pacific,Tokyo,115,8.44
158.101.149.52,2052,2052,false,NRT,Asia Pacific,Tokyo,81,8.44
150.230.214.218,2087,2087,true,NRT,Asia Pacific,Tokyo,108,8.43
141.147.168.159,2095,2095,false,NRT,Asia Pacific,Tokyo,105,8.41
158.101.146.160,8880,8880,false,NRT,Asia Pacific,Tokyo,114,8.41
158.101.158.251,8443,8443,true,NRT,Asia Pacific,Tokyo,201,8.39
150.230.213.95,2053,2053,true,NRT,Asia Pacific,Tokyo,101,8.38
158.101.149.71,8880,8880,false,NRT,Asia Pacific,Tokyo,99,8.37
158.101.155.246,2052,2052,false,NRT,Asia Pacific,Tokyo,109,8.36
140.238.40.136,80,80,false,NRT,Asia Pacific,Tokyo,82,8.35
158.180.14.48,443,443,true,AMS,Europe,Amsterdam,200,8.35
140.238.35.78,2095,2095,false,NRT,Asia Pacific,Tokyo,113,8.34
141.147.182.70,80,80,false,NRT,Asia Pacific,Tokyo,106,8.33
158.101.159.181,8080,8080,false,NRT,Asia Pacific,Tokyo,80,8.33
168.138.205.195,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.33
158.101.140.255,2052,2052,false,NRT,Asia Pacific,Tokyo,84,8.33
152.70.123.225,8443,443,true,SJC,North America,San Jose,187,8.33
168.138.200.159,2083,2083,true,NRT,Asia Pacific,Tokyo,83,8.31
158.101.152.221,8880,8880,false,NRT,Asia Pacific,Tokyo,86,8.31
158.101.152.221,80,80,false,NRT,Asia Pacific,Tokyo,97,8.30
140.238.44.118,80,80,false,NRT,Asia Pacific,Tokyo,103,8.30
158.101.149.52,8443,8443,true,NRT,Asia Pacific,Tokyo,131,8.28
168.138.206.236,2096,2096,true,NRT,Asia Pacific,Tokyo,100,8.28
141.147.178.202,8880,8880,false,NRT,Asia Pacific,Tokyo,109,8.25
158.101.144.189,2083,2083,true,NRT,Asia Pacific,Tokyo,104,8.25
158.101.92.156,2053,2053,true,NRT,Asia Pacific,Tokyo,107,8.25
144.24.189.133,443,443,true,EWR,North America,Newark,169,8.24
140.238.52.141,2096,2096,true,NRT,Asia Pacific,Tokyo,144,8.24
158.101.146.203,8880,8880,false,NRT,Asia Pacific,Tokyo,111,8.23
141.147.113.166,443,443,true,FRA,Europe,Frankfurt,178,8.23
150.230.212.87,2083,2083,true,NRT,Asia Pacific,Tokyo,88,8.22
141.147.104.155,443,443,true,FRA,Europe,Frankfurt,222,8.22
158.101.140.154,2086,2086,false,NRT,Asia Pacific,Tokyo,102,8.21
140.238.39.87,80,80,false,NRT,Asia Pacific,Tokyo,99,8.21
141.147.183.96,2096,2096,true,NRT,Asia Pacific,Tokyo,98,8.20
150.230.219.168,80,80,false,NRT,Asia Pacific,Tokyo,98,8.20
158.101.146.160,2086,2086,false,NRT,Asia Pacific,Tokyo,108,8.19
141.147.183.96,8443,8443,true,NRT,Asia Pacific,Tokyo,103,8.17
158.101.155.246,2053,2053,true,NRT,Asia Pacific,Tokyo,104,8.17
152.67.151.178,443,443,true,FRA,Europe,Frankfurt,205,8.16
141.147.162.204,2083,2083,true,NRT,Asia Pacific,Tokyo,112,8.15
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,102,8.14
151.145.65.8,2082,2082,false,NRT,Asia Pacific,Tokyo,116,8.13
158.101.158.238,2095,2095,false,NRT,Asia Pacific,Tokyo,101,8.13
140.238.50.99,2086,2086,false,NRT,Asia Pacific,Tokyo,106,8.13
141.147.168.159,2052,2052,false,NRT,Asia Pacific,Tokyo,94,8.13
158.101.140.255,8880,8880,false,NRT,Asia Pacific,Tokyo,103,8.12
138.2.25.122,8880,8880,false,NRT,Asia Pacific,Tokyo,77,8.11
168.138.200.159,2052,2052,false,NRT,Asia Pacific,Tokyo,124,8.11
158.101.154.70,2086,2086,false,NRT,Asia Pacific,Tokyo,97,8.09
140.238.39.33,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.08
168.138.194.121,2096,2096,true,NRT,Asia Pacific,Tokyo,87,8.06
158.101.150.126,2095,2095,false,NRT,Asia Pacific,Tokyo,103,8.05
150.230.216.117,2083,2083,true,NRT,Asia Pacific,Tokyo,105,8.05
140.238.61.78,2083,2083,true,NRT,Asia Pacific,Tokyo,124,8.05
141.147.181.148,8080,8080,false,NRT,Asia Pacific,Tokyo,103,8.04
138.2.12.32,8880,8880,false,NRT,Asia Pacific,Tokyo,109,8.04
168.138.205.38,2083,2083,true,NRT,Asia Pacific,Tokyo,113,8.02
138.2.15.8,2053,2053,true,NRT,Asia Pacific,Tokyo,103,8.02
141.147.164.153,2052,2052,false,NRT,Asia Pacific,Tokyo,105,7.99
140.83.37.145,8443,8443,true,NRT,Asia Pacific,Tokyo,101,7.97
151.145.71.40,2082,2082,false,NRT,Asia Pacific,Tokyo,110,7.96
150.230.208.113,8880,8880,false,NRT,Asia Pacific,Tokyo,103,7.96
140.238.54.149,8880,8880,false,NRT,Asia Pacific,Tokyo,78,7.96
141.147.178.115,2096,2096,true,NRT,Asia Pacific,Tokyo,99,7.95
158.101.136.239,2083,2083,true,NRT,Asia Pacific,Tokyo,100,7.93
140.238.60.177,2096,2096,true,NRT,Asia Pacific,Tokyo,150,7.93
140.238.51.184,8080,8080,false,NRT,Asia Pacific,Tokyo,110,7.93
140.238.62.12,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.93
140.238.50.99,2082,2082,false,NRT,Asia Pacific,Tokyo,99,7.92
129.146.83.33,8443,8443,true,LAX,North America,Los Angeles,173,7.91
140.238.54.164,8443,8443,true,NRT,Asia Pacific,Tokyo,99,7.90
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,77,7.89
141.147.186.210,8443,8443,true,NRT,Asia Pacific,Tokyo,110,7.88
168.138.208.164,8880,8880,false,NRT,Asia Pacific,Tokyo,114,7.87
140.238.61.224,2095,2095,false,NRT,Asia Pacific,Tokyo,102,7.84
140.238.38.245,2095,2095,false,NRT,Asia Pacific,Tokyo,81,7.84
89.168.123.157,443,443,true,CDG,Europe,Paris,190,7.83
140.238.48.97,8880,8880,false,NRT,Asia Pacific,Tokyo,75,7.83
150.230.208.83,2053,2053,true,NRT,Asia Pacific,Tokyo,122,7.82
140.238.54.182,2087,2087,true,NRT,Asia Pacific,Tokyo,89,7.81
151.145.75.28,2052,2052,false,NRT,Asia Pacific,Tokyo,102,7.81
158.101.152.221,8443,8443,true,NRT,Asia Pacific,Tokyo,94,7.81
140.238.35.195,8880,8880,false,NRT,Asia Pacific,Tokyo,100,7.81
140.238.41.253,8443,8443,true,NRT,Asia Pacific,Tokyo,103,7.79
140.238.54.149,2053,2053,true,NRT,Asia Pacific,Tokyo,122,7.78
158.101.133.129,80,80,false,NRT,Asia Pacific,Tokyo,99,7.77
151.145.75.28,2086,2086,false,NRT,Asia Pacific,Tokyo,97,7.75
140.238.35.78,80,80,false,NRT,Asia Pacific,Tokyo,104,7.75
158.101.150.126,2086,2086,false,NRT,Asia Pacific,Tokyo,109,7.74
158.101.92.156,8443,8443,true,NRT,Asia Pacific,Tokyo,86,7.74
130.162.239.177,443,443,true,FRA,Europe,Frankfurt,223,7.73
141.147.183.96,2082,2082,false,NRT,Asia Pacific,Tokyo,106,7.72
150.230.220.232,2082,2082,false,NRT,Asia Pacific,Tokyo,104,7.71
140.238.35.78,8880,8880,false,NRT,Asia Pacific,Tokyo,99,7.71
150.230.222.185,2083,2083,true,NRT,Asia Pacific,Tokyo,107,7.71
158.101.137.74,2086,2086,false,NRT,Asia Pacific,Tokyo,76,7.70
150.230.208.83,2087,2087,true,NRT,Asia Pacific,Tokyo,114,7.65
130.162.162.132,443,443,true,EWR,North America,Newark,180,7.64
138.2.14.248,2052,2052,false,HKG,Asia Pacific,Hong Kong,165,7.63
132.145.12.171,443,443,true,CDG,Europe,Paris,178,7.62
138.2.14.209,2082,2082,false,NRT,Asia Pacific,Tokyo,100,7.61
168.138.198.202,2052,2052,false,NRT,Asia Pacific,Tokyo,136,7.61
138.2.31.68,2053,2053,true,HKG,Asia Pacific,Hong Kong,177,7.59
140.238.35.138,80,80,false,NRT,Asia Pacific,Tokyo,104,7.58
141.147.191.132,2086,2086,false,NRT,Asia Pacific,Tokyo,101,7.58
168.138.161.0,2087,2087,true,SIN,Asia Pacific,Singapore,157,7.57
141.147.186.227,443,443,true,NRT,Asia Pacific,Tokyo,96,7.57
151.145.65.8,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.57
158.101.139.42,2052,2052,false,NRT,Asia Pacific,Tokyo,100,7.56
138.2.31.68,8080,8080,false,HKG,Asia Pacific,Hong Kong,159,7.55
168.138.192.185,2053,2053,true,NRT,Asia Pacific,Tokyo,99,7.55
140.238.51.184,2083,2083,true,NRT,Asia Pacific,Tokyo,82,7.55
158.101.137.96,2087,2087,true,NRT,Asia Pacific,Tokyo,78,7.55
150.230.212.9,2095,2095,false,NRT,Asia Pacific,Tokyo,99,7.54
158.101.155.158,2052,2052,false,NRT,Asia Pacific,Tokyo,103,7.53
140.238.51.184,2096,2096,true,NRT,Asia Pacific,Tokyo,109,7.53
138.2.11.179,2087,2087,true,NRT,Asia Pacific,Tokyo,110,7.51
168.138.208.164,80,80,false,NRT,Asia Pacific,Tokyo,96,7.51
168.138.185.28,8443,8443,true,SIN,Asia Pacific,Singapore,263,7.51
138.2.20.48,2083,2083,true,NRT,Asia Pacific,Tokyo,124,7.50
140.238.51.89,2082,2082,false,NRT,Asia Pacific,Tokyo,102,7.48
168.138.184.64,80,80,false,SIN,Asia Pacific,Singapore,208,7.48
130.162.162.240,443,443,true,IAD,North America,Ashburn,237,7.47
140.238.61.224,8080,8080,false,NRT,Asia Pacific,Tokyo,102,7.47
168.138.192.185,80,80,false,NRT,Asia Pacific,Tokyo,99,7.47
141.147.97.193,443,443,true,FRA,Europe,Frankfurt,174,7.44
140.238.54.184,2095,2095,false,NRT,Asia Pacific,Tokyo,98,7.43
141.147.191.132,2096,2096,true,NRT,Asia Pacific,Tokyo,145,7.43
138.2.13.133,2053,2053,true,NRT,Asia Pacific,Tokyo,110,7.43
168.138.208.17,8080,8080,false,NRT,Asia Pacific,Tokyo,110,7.42
141.147.168.159,2053,2053,true,NRT,Asia Pacific,Tokyo,99,7.42
141.147.191.132,2083,2083,true,NRT,Asia Pacific,Tokyo,106,7.41
158.101.148.221,2095,2095,false,HKG,Asia Pacific,Hong Kong,131,7.41
140.238.60.71,2082,2082,false,NRT,Asia Pacific,Tokyo,102,7.40
158.101.92.156,2087,2087,true,NRT,Asia Pacific,Tokyo,99,7.39
140.238.36.216,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.38
141.147.191.211,2096,2096,true,NRT,Asia Pacific,Tokyo,113,7.38
168.138.200.155,2095,2095,false,NRT,Asia Pacific,Tokyo,78,7.37
150.230.221.219,2087,2087,true,NRT,Asia Pacific,Tokyo,125,7.36
150.230.220.232,8443,8443,true,NRT,Asia Pacific,Tokyo,119,7.35
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,159,7.34
138.2.20.48,2086,2086,false,NRT,Asia Pacific,Tokyo,101,7.33
140.238.39.87,2095,2095,false,NRT,Asia Pacific,Tokyo,101,7.33
158.101.155.115,2082,2082,false,NRT,Asia Pacific,Tokyo,101,7.30
158.101.144.189,8880,8880,false,NRT,Asia Pacific,Tokyo,102,7.28
150.230.214.218,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.28
140.238.54.184,2096,2096,true,NRT,Asia Pacific,Tokyo,101,7.28
140.238.54.166,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.27
141.147.168.159,2083,2083,true,NRT,Asia Pacific,Tokyo,78,7.26
140.238.32.184,8443,8443,true,NRT,Asia Pacific,Tokyo,121,7.26
141.147.164.54,8443,8443,true,NRT,Asia Pacific,Tokyo,87,7.26
141.147.160.221,8443,8443,true,NRT,Asia Pacific,Tokyo,79,7.25
140.238.39.87,8880,8880,false,NRT,Asia Pacific,Tokyo,99,7.22
168.138.208.17,2095,2095,false,NRT,Asia Pacific,Tokyo,112,7.22
158.101.148.221,80,80,false,HKG,Asia Pacific,Hong Kong,166,7.21
140.238.51.89,2095,2095,false,NRT,Asia Pacific,Tokyo,78,7.21
140.238.32.238,8080,8080,false,NRT,Asia Pacific,Tokyo,81,7.17
141.147.162.204,2087,2087,true,NRT,Asia Pacific,Tokyo,141,7.16
140.238.48.97,80,80,false,NRT,Asia Pacific,Tokyo,110,7.16
141.147.178.202,2083,2083,true,NRT,Asia Pacific,Tokyo,79,7.15
140.238.51.89,8080,8080,false,NRT,Asia Pacific,Tokyo,101,7.14
138.2.20.230,8443,8443,true,NRT,Asia Pacific,Tokyo,103,7.07
140.238.60.177,2086,2086,false,NRT,Asia Pacific,Tokyo,84,7.07
150.230.216.117,8443,8443,true,NRT,Asia Pacific,Tokyo,118,7.06
168.138.207.64,2083,2083,true,NRT,Asia Pacific,Tokyo,105,7.06
168.138.198.202,2053,2053,true,NRT,Asia Pacific,Tokyo,102,7.06
150.230.208.113,2096,2096,true,NRT,Asia Pacific,Tokyo,76,7.05
158.101.146.203,2086,2086,false,NRT,Asia Pacific,Tokyo,101,7.05
168.138.200.159,2096,2096,true,NRT,Asia Pacific,Tokyo,101,7.04
140.238.51.184,2086,2086,false,NRT,Asia Pacific,Tokyo,104,7.03
158.101.149.81,2082,2082,false,NRT,Asia Pacific,Tokyo,114,7.02
158.101.146.165,8880,8880,false,NRT,Asia Pacific,Tokyo,107,6.98
158.101.149.71,2082,2082,false,NRT,Asia Pacific,Tokyo,109,6.96
141.147.181.148,80,80,false,NRT,Asia Pacific,Tokyo,77,6.95
138.2.7.72,2083,2083,true,NRT,Asia Pacific,Tokyo,79,6.92
158.101.139.42,2083,2083,true,NRT,Asia Pacific,Tokyo,76,6.91
140.238.54.164,2053,2053,true,NRT,Asia Pacific,Tokyo,105,6.90
138.2.6.252,2086,2086,false,NRT,Asia Pacific,Tokyo,102,6.89
140.238.34.208,8880,8880,false,NRT,Asia Pacific,Tokyo,82,6.87
168.138.206.109,2096,2096,true,NRT,Asia Pacific,Tokyo,77,6.86
140.238.44.27,443,443,true,NRT,Asia Pacific,Tokyo,78,6.86
150.230.219.168,2053,2053,true,NRT,Asia Pacific,Tokyo,78,6.84
141.148.246.15,443,443,true,FRA,Europe,Frankfurt,200,6.83
138.2.18.11,2052,2052,false,NRT,Asia Pacific,Tokyo,79,6.83
168.138.196.164,2095,2095,false,HKG,Asia Pacific,Hong Kong,156,6.83
193.123.61.114,443,443,true,CDG,Europe,Paris,292,6.82
140.238.50.32,2086,2086,false,NRT,Asia Pacific,Tokyo,84,6.82
140.238.34.208,2095,2095,false,NRT,Asia Pacific,Tokyo,98,6.82
140.238.44.118,8080,8080,false,NRT,Asia Pacific,Tokyo,108,6.82
168.138.205.195,2095,2095,false,NRT,Asia Pacific,Tokyo,90,6.82
140.238.58.42,2082,2082,false,NRT,Asia Pacific,Tokyo,112,6.81
140.238.35.195,2082,2082,false,NRT,Asia Pacific,Tokyo,84,6.80
140.238.39.21,2096,2096,true,NRT,Asia Pacific,Tokyo,158,6.80
168.138.185.28,8080,8080,false,SIN,Asia Pacific,Singapore,168,6.79
141.147.164.54,2053,2053,true,NRT,Asia Pacific,Tokyo,80,6.79
158.101.92.156,2083,2083,true,NRT,Asia Pacific,Tokyo,82,6.78
150.230.220.232,2053,2053,true,NRT,Asia Pacific,Tokyo,103,6.76
138.2.15.8,8443,8443,true,NRT,Asia Pacific,Tokyo,88,6.76
158.101.92.156,2096,2096,true,NRT,Asia Pacific,Tokyo,104,6.75
168.138.161.0,2083,2083,true,SIN,Asia Pacific,Singapore,156,6.73
141.147.178.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,156,6.73
140.238.62.12,2052,2052,false,NRT,Asia Pacific,Tokyo,98,6.73
140.238.61.78,8080,8080,false,NRT,Asia Pacific,Tokyo,100,6.72
140.238.51.184,2052,2052,false,NRT,Asia Pacific,Tokyo,103,6.72
141.147.174.7,2086,2086,false,NRT,Asia Pacific,Tokyo,80,6.72
138.2.31.68,2083,2083,true,HKG,Asia Pacific,Hong Kong,159,6.72
143.47.252.235,443,443,true,CDG,Europe,Paris,240,6.71
140.238.61.224,2082,2082,false,NRT,Asia Pacific,Tokyo,98,6.69
140.238.41.253,8880,8880,false,NRT,Asia Pacific,Tokyo,100,6.68
168.138.202.145,2053,2053,true,NRT,Asia Pacific,Tokyo,101,6.67
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,256,6.66
150.230.116.209,443,443,true,FRA,Europe,Frankfurt,163,6.64
168.138.195.31,2083,2083,true,NRT,Asia Pacific,Tokyo,105,6.62
158.101.155.115,80,80,false,NRT,Asia Pacific,Tokyo,75,6.61
141.147.168.13,8443,8443,true,NRT,Asia Pacific,Tokyo,120,6.60
140.238.51.89,8880,8880,false,NRT,Asia Pacific,Tokyo,110,6.59
168.138.205.195,2053,2053,true,NRT,Asia Pacific,Tokyo,104,6.58
158.101.147.4,2087,2087,true,NRT,Asia Pacific,Tokyo,110,6.54
140.238.54.184,2083,2083,true,NRT,Asia Pacific,Tokyo,104,6.52
168.138.205.195,2082,2082,false,NRT,Asia Pacific,Tokyo,102,6.52
151.145.65.203,8080,8080,false,NRT,Asia Pacific,Tokyo,110,6.52
158.101.143.49,2095,2095,false,NRT,Asia Pacific,Tokyo,104,6.51
141.147.164.123,2053,2053,true,NRT,Asia Pacific,Tokyo,114,6.48
140.238.39.33,2096,2096,true,NRT,Asia Pacific,Tokyo,115,6.46
158.101.149.71,2095,2095,false,NRT,Asia Pacific,Tokyo,109,6.45
140.238.60.71,8080,8080,false,NRT,Asia Pacific,Tokyo,107,6.43
150.230.216.34,2096,2096,true,NRT,Asia Pacific,Tokyo,105,6.42
140.238.36.216,2052,2052,false,NRT,Asia Pacific,Tokyo,121,6.40
158.101.92.156,2086,2086,false,NRT,Asia Pacific,Tokyo,99,6.39
158.101.154.70,2083,2083,true,NRT,Asia Pacific,Tokyo,111,6.39
138.2.14.248,2086,2086,false,HKG,Asia Pacific,Hong Kong,165,6.38
158.101.142.103,8443,8443,true,NRT,Asia Pacific,Tokyo,98,6.38
