IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.150.180.124,443,443,true,IAD,North America,Ashburn,211,0.00
34.141.84.126,80,0,false,FRA,Europe,Frankfurt,214,0.00
34.32.173.210,443,443,true,AMS,Europe,Amsterdam,216,0.00
34.65.18.221,443,0,true,FRA,Europe,Frankfurt,220,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,221,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,221,0.00
35.185.75.107,443,443,true,ATL,North America,Atlanta,221,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,221,0.00
35.246.232.44,443,443,true,IAD,North America,Ashburn,222,0.00
35.231.5.47,80,0,false,ATL,North America,Atlanta,222,0.00
34.107.28.3,443,443,true,FRA,Europe,Frankfurt,223,0.00
34.78.49.53,80,0,false,CDG,Europe,Paris,227,0.00
34.154.166.85,443,443,true,FRA,Europe,Frankfurt,250,0.00
34.65.180.14,443,0,true,FRA,Europe,Frankfurt,255,0.00
34.145.83.113,443,443,true,SEA,North America,Seattle,263,0.00
